video_id,author,description,likes,comments,shares,plays,hashtags,music,create_time,video_url,fetch_time,views,posted_time,teen_score,teen_reasons,self_reported_age,us_score,us_reasons,is_teen_candidate,is_us_candidate,is_us_teen_candidate
7505429335948414239,metalheadcore6,get silly!!#fypシ #metalhead #wuhluhw #metalloversforlife #teenagedirtbag #imalesbian ,202400,3678,1830,1200000.0,"fypシ, metalhead, wuhluhw, metalloversforlife, teenagedirtbag, imalesbian",original sound,2025-05-17 14:59:29,https://www.tiktok.com/@metalheadcore6/video/7505429335948414239,,,,2,teen_tags_hi:teenagedirtbag,,0,,True,False,False
7505766770377116950,americantj,“Why do they even wear pads if it’s such a manly sport” oh brother…  #americanfootball #griffin #nfl #collegefootball #highschoolfootball #bafa #uk ,244200,1916,4340,1300000.0,"americanfootball, griffin, nfl, collegefootball, highschoolfootball, bafa, uk",original sound,2025-05-18 12:48:32,https://www.tiktok.com/@americantj/video/7505766770377116950,,,,3,teen_tags_hi:highschoolfootball;teen_tags_lo:highschoolfootball,,2,us_tags:americanfootball,True,True,True
7506736530686315819,oceandistant,first thing i did after coming back from college was asking my sister to bring me this from my high school. haven’t had this heaven in 4 years. why were they so good #fyp #fypシ #college #highschool ,153600,1477,25200,1300000.0,"fyp, fypシ, college, highschool",original sound,2025-05-21 03:31:54,https://www.tiktok.com/@oceandistant/video/7506736530686315819,,,,5,kw_highschool;teen_tags_hi:highschool;teen_tags_lo:highschool,,0,,True,False,False
7507412720086551854,jaylynluvscats,he’s leaving me :( #kaedeniloveyou #senior #freshman ,16300,0,8435,203300.0,"kaedeniloveyou, senior, freshman",original sound,2025-05-22 23:15:48,https://www.tiktok.com/@jaylynluvscats/video/7507412720086551854,,,,4,kw_freshman;teen_tags_hi:freshman,,0,,True,False,False
7506315022482623775,his_wifey2015,I graduated not knowing I was pregnant.  But that  boy show me i have done something right.#boymom #seniormom #momofasenior2025 #teenmom ,49800,75,4256,533100.0,"boymom, seniormom, momofasenior2025, teenmom",original sound,2025-05-20 00:16:15,https://www.tiktok.com/@his_wifey2015/video/7506315022482623775,,,,2,teen_tags_hi:teenmom,,0,,True,False,False
7506489069921111339,acidtearzz,crazy how i thought that was my peak lmfao😭 ur sign to stop trying n jus do you. you is always better. #alt #emo #fyp #altmakeup #sayhi #talkativeguy #classof2025 #senior #glowup ,66300,97,121,317900.0,"alt, emo, fyp, altmakeup, sayhi, talkativeguy, classof2025, senior, glowup",original sound,2025-05-20 11:31:39,https://www.tiktok.com/@acidtearzz/video/7506489069921111339,,,,4,kw_classof;teen_tags_hi:classof2025,,0,,True,False,False
7505962601004764447,thecombstwins,Prom 2k25❤️,57000,10,1149,970000.0,,original sound,2025-05-19 01:28:46,https://www.tiktok.com/@thecombstwins/video/7505962601004764447,,,,2,kw_prom,,0,,True,False,False
7506619316792511787,sparked_upp,,59400,157,17700,701800.0,"bluecollar, fypp, fy, jersey, union, electrician, trade, tradeschool, fyp, electricalengineering, construction, sparky, contractor, lighting, sparkylife",original sound,2025-05-20 19:57:31,https://www.tiktok.com/@sparked_upp/video/7506619316792511787,,,,2,teen_tags_lo:contractor|tradeschool,,0,,True,False,False
7507427686361648430,strpnakd,All jokes I love helping her out 😭 #classroom #kindergarten #lastdayofschool #graduation  #memes #funny #funnyvideo #trending #trendingsound #superwhy #kids #laugh #school #pov #relatable ,144700,430,12900,597800.0,"classroom, kindergarten, lastdayofschool, graduation, memes, funny, funnyvideo, trending, trendingsound, superwhy, kids, laugh, school, pov, relatable",original sound,2025-05-23 00:14:23,https://www.tiktok.com/@strpnakd/video/7507427686361648430,,,,5,kw_graduation;teen_tags_hi:graduation;teen_tags_lo:lastdayofschool|school,,0,,True,False,False
7506928887666953480,la.vida.de.marce,🤣🤣 Me dirverti también mucho #seniorprank #fyppppppppppppppppppppppp #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #fyp #class2025🎓 #gringos #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #graduacionenusa #graduation #megradue #entretenimiento #funny ,77400,81,1583,578100.0,"seniorprank, fyppppppppppppppppppppppp, paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii, fyp, class2025🎓, gringos, graduacionenusa, graduation, megradue, entretenimiento, funny",sonido original,2025-05-21 15:58:09,https://www.tiktok.com/@la.vida.de.marce/video/7506928887666953480,,,,3,kw_graduation;teen_tags_hi:graduation,,2,us_tags:graduacionenusa,True,True,True
7506951649794002183,_zjaddc,sino entienden la referencia me vale monda #graduation #fyp #paratii #chicagraduada ,339500,327,6806,1600000.0,"graduation, fyp, paratii, chicagraduada",sonido original,2025-05-21 17:26:28,https://www.tiktok.com/@_zjaddc/video/7506951649794002183,,,,3,kw_graduation;teen_tags_hi:graduation,,0,,True,False,False
7507100330363063583,mrwilliamscomedy,pretty straightforward 🤷‍♂️ #teachersoftiktok #teachertok #teacher #middleschool #7thgrade #middleschoolers #middleschoolteacher ,29700,566,3889,232300.0,"teachersoftiktok, teachertok, teacher, middleschool, 7thgrade, middleschoolers, middleschoolteacher",original sound,2025-05-22 03:03:45,https://www.tiktok.com/@mrwilliamscomedy/video/7507100330363063583,,,,12,kw_middleschool;kw_teacher;teen_tags_hi:middleschool|middleschoolers|middleschoolteacher;teen_tags_lo:middleschool|middleschoolers|middleschoolteacher|teacher|teachersoftiktok|teachertok,,0,,True,False,False
7505922753455721759,theteachersloungelive,#teacher #parents #teachersoftiktok #education #student #school #podcast @daffanymclark @heymrdunham @therealzoworld @mattjonescomedy,14200,527,3186,290400.0,"teacher, parents, teachersoftiktok, education, student, school, podcast",original sound - The Teacher's Lounge,2025-05-19 22:30:00,https://www.tiktok.com/@theteachersloungelive/video/7505922753455721759,,,,5,kw_teacher;kw_student;teen_tags_lo:school|student|teacher|teachersoftiktok,,0,,True,False,False
7505531494979767598,abefromanx,it’s so rewarding to show up for yourself #selfdiscipline #discipline #selflove #selfwork #selfworth #advice #hot #selfgrowth #selfgrowthjourney #summer #summervibes #attractive #attraction #adviceforgirls #advicetiktok ,311200,2155,14200,1700000.0,"selfdiscipline, discipline, selflove, selfwork, selfworth, advice, hot, selfgrowth, selfgrowthjourney, summer, summervibes, attractive, attraction, adviceforgirls, advicetiktok",original sound,2025-05-17 21:36:12,https://www.tiktok.com/@abefromanx/video/7505531494979767598,,,,2,teen_tags_lo:attraction|attractive,,0,,True,False,False
7505784440220749102,carli.jerpseth,No one I love more 👯‍♀️💖@sophie olson #prom,81700,374,4597,460600.0,prom,original sound,2025-05-18 13:58:05,https://www.tiktok.com/@carli.jerpseth/video/7505784440220749102,,,,4,kw_prom;teen_tags_hi:prom,,0,,True,False,False
7506239056863366431,katiepynejokes,One final prank - who do you think believes it? #valedictorian #collegegraduation #bostoncollege ,39200,54,654,429000.0,"valedictorian, collegegraduation, bostoncollege",Running Off,2025-05-19 19:21:35,https://www.tiktok.com/@katiepynejokes/video/7506239056863366431,,,,2,teen_tags_hi:collegegraduation,,0,,True,False,False
7505522733837536555,stellalovitt,Unreal. #classof2026 #graduation #junioryear #seniorszn #foryoupage ,420500,1028,75500,1700000.0,"classof2026, graduation, junioryear, seniorszn, foryoupage",som original,2025-05-17 21:02:08,https://www.tiktok.com/@stellalovitt/video/7505522733837536555,,,,11,kw_classof;kw_junior_year;kw_graduation;teen_tags_hi:classof2026|graduation|junioryear,,0,,True,False,False
7506559071890410798,keh444u,@Kaleionehu @xo.puaala 💌 #hawaii #classof2025 ,49700,99,1256,363600.0,"hawaii, classof2025",SLUT ME OUT 2,2025-05-20 16:04:03,https://www.tiktok.com/@keh444u/video/7506559071890410798,,,,4,kw_classof;teen_tags_hi:classof2025,,0,,True,False,False
7506343669763542314,bmoneythadoll,this my graduation I wear wth I want THANKSSSS #fypシ #foryoupage #relatable #foryou #graduation #2025 ,57400,178,739,208600.0,"fypシ, foryoupage, relatable, foryou, graduation, 2025",original sound,2025-05-20 02:07:51,https://www.tiktok.com/@bmoneythadoll/video/7506343669763542314,,,,3,kw_graduation;teen_tags_hi:graduation,,0,,True,False,False
7506184033395576095,ms.goodie1010,Should I go over there in say something Tags #fy#fyp #fypシ #fypage #fypage #fypシ゚viral #fypシ゚viral #fyppppppppppppppppppppppp #fypp #fyppppppppppppppppppppppp #fyppp #fypツ #black #blackmen #blacktiktok #blacklivesmatter #blackgirlmagic #blackpink #blacklove🖤 #blacktiktokcommunity #vir #viral #viralvideo #viraltiktok #virall #viral_video #virall #viralvideos #viral? #viralvideos #viralllllll #viralditiktok #virale #co #couple #couplegoals #couples #country #couplecomedy #couplestiktok #couplestiktok #comedian #relatable #relationship #real #teachersoftiktok #teacher #tescofanpage #mom #movie #mother #motherhood #mothersday #motherdaughter #friends #friendship #friendsreunion #friendsreunion #313 #3dprinting #31weekspregnant #detroit #detroitlions #detroitlions #detrasdecamaras #20 #30s #30sclub #40s #40sclub #kids #nokids #dad #men#man #mom #babiesoftiktok #babydaddy #babydaddyproblems #babymother #usa #usa🇺🇸 #usa_tiktok #usa_tiktok #usatiktok #sad #crying #cry #fake #loveyou #fight #fighting #whit #white #pretty  #prettygirl #brother #brothersister #brothersister #brothers #storytime #stepandflex #stepbrothers #stepbrother #stepsis #stepsisters #food #foodies #motivation #motorcycles #blackmenoftiktok #blacklivesmatter #whitemen #whitemenlookingforblackwomen #dating #datingwhileblack #callme #beauty #beautiful #bestfriend #bestfriends #besties #baddie #bad #hood #hoodies #life #lifehack #lifestyle #clothes #clothing #clothingbrand #bestfriend #exfiancé #date #datenight ,19400,4695,1293,317500.0,"fy, fyp, fypシ, fypage, fypシ゚viral, fyppppppppppppppppppppppp, fypp, fyppp, fypツ, black, blackmen, blacktiktok, blacklivesmatter, blackgirlmagic, blackpink, blacklove🖤, blacktiktokcommunity, vir, viral, viralvideo, viraltiktok, virall, viral_video, viralvideos, viral?, viralllllll, viralditiktok, virale, co, couple, couplegoals, couples, country, couplecomedy, couplestiktok, comedian, relatable, relationship, real, teachersoftiktok, teacher, tescofanpage, mom, movie, mother, motherhood, mothersday, motherdaughter, friends, friendship, FriendsReunion, 313, 3dprinting, 31weekspregnant, detroit, detroitlions, detrasdecamaras, 20, 30s, 30sclub, 40s, 40sclub, kids, nokids, dad, men, man, babiesoftiktok, babydaddy, babydaddyproblems, babymother, usa, usa🇺🇸, usa_tiktok, usatiktok, sad, crying, cry, fake, loveyou, fight, fighting, whit, white, pretty, prettygirl, brother, brothersister, brothers, storytime, StepandFlex, stepbrothers, stepbrother, stepsis, stepsisters, food, foodies, motivation, motorcycles, blackmenoftiktok, whitemen, whitemenlookingforblackwomen, dating, datingwhileblack, callme, beauty, beautiful, bestfriend, bestfriends, besties, baddie, bad, hood, hoodies, life, lifehack, lifestyle, clothes, clothing, clothingbrand, exfiancé, date, datenight",original sound,2025-05-19 15:48:15,https://www.tiktok.com/@ms.goodie1010/video/7506184033395576095,,,,4,kw_teacher;teen_tags_lo:teacher|teachersoftiktok|usatiktok,,10,us_kw_usa;us_loc_detroit;us_tags:detroit|detroitlions|usa|usa_tiktok|usatiktok|usa🇺🇸,True,True,True
7506992383112793374,edits_de_todito197,#trio#bff#minions#cutee#pic#photo#aesthetic#fyp#real#relatable#fyppppppppppppppppppppppp#goviral#besties#loveyou#bby#🤍#school#schoollife#life,321100,4551,55600,1100000.0,"trio, bff, minions, cutee, pic, photo, aesthetic, fyp, real, relatable, fyppppppppppppppppppppppp, goviral, besties, loveyou, bby, 🤍, school, schoollife, life",original sound,2025-05-21 20:04:39,https://www.tiktok.com/@edits_de_todito197/video/7506992383112793374,,,,2,teen_tags_lo:school|schoollife,,0,,True,False,False
7505277346006453535,allabout.marss,I’m so scared for highschool  #fypシ #highschool #2011 #2010 #graduate #graduation #classof2025 #8thgrade #viral ,142600,4292,9937,714300.0,"fypシ, highschool, 2011, 2010, graduate, graduation, classof2025, 8thgrade, viral",perks x scott street,2025-05-17 05:09:37,https://www.tiktok.com/@allabout.marss/video/7505277346006453535,,,,12,kw_highschool;kw_classof;kw_graduation;teen_tags_hi:classof2025|graduation|highschool;teen_tags_lo:highschool,,0,,True,False,False
7505910003795070254,yerbamatequeen02,me quedan flojos ajjajaja #graduation #classof2025  #firstgen #redbottoms ,72800,72,1366,1200000.0,"graduation, classof2025, firstgen, redbottoms",sonido original,2025-05-18 22:04:53,https://www.tiktok.com/@yerbamatequeen02/video/7505910003795070254,,,,7,kw_classof;kw_graduation;teen_tags_hi:classof2025|graduation,,0,,True,False,False
7505406342128094494,meow.wulf,"I wish that success keeps following you in everything that you do. Dream new dreams, embark on who you are, embrace life with passion, and keep reaching for the stars. Shine on and go for it! Congratulations 🎉🎈🎊🍾 #graguation #classof #proudgraguate #graguationmonth #gradcap #embracingthefuture ",55900,775,70200,922600.0,"graguation, classof, proudgraguate, graguationmonth, gradcap, embracingthefuture",sonido original,2025-05-17 13:30:40,https://www.tiktok.com/@meow.wulf/video/7505406342128094494,,,,2,teen_tags_hi:classof,,0,,True,False,False
7505512810156133663,hi_its_me_mrs._v,"Literal, actual footage.  Hang in there, #teacher friends! #teacherlife #teachersoftiktok #middleschool #friday ",57000,865,19000,747200.0,"teacher, teacherlife, teachersoftiktok, middleschool, friday",I'm So Sleepy,2025-05-17 20:23:15,https://www.tiktok.com/@hi_its_me_mrs._v/video/7505512810156133663,,,,8,kw_middleschool;kw_teacher;teen_tags_hi:middleschool;teen_tags_lo:middleschool|teacher|teacherlife|teachersoftiktok,,0,,True,False,False
7506196066178485534,amyaelizzy,co25 signing outtt #co25 #senior #youngboy #graduation ,138700,268,3851,477800.0,"co25, senior, youngboy, graduation",original sound,2025-05-19 16:34:47,https://www.tiktok.com/@amyaelizzy/video/7506196066178485534,,,,3,kw_graduation;teen_tags_hi:graduation,,0,,True,False,False
7505259263468539178,karmateaches,no one was expecting that #poetry #teachersoftiktok #middleschool #englishteacher #student #fyp #fy ,555200,786,5376,2800000.0,"poetry, teachersoftiktok, middleschool, englishteacher, student, fyp, fy",original sound,2025-05-17 03:59:43,https://www.tiktok.com/@karmateaches/video/7505259263468539178,,,,8,kw_middleschool;kw_student;teen_tags_hi:middleschool;teen_tags_lo:englishteacher|middleschool|student|teachersoftiktok,,0,,True,False,False
7506262056455114027,dungeondaddyjackathan,"I cannot believe my voice is making the rounds on a somewhat-popular audio, it always feels surreal to hear myself back and to see the reactions to it. ANYWAY HERE YOU GO, SORRY JEREMY THE TV BEES HAVE YOU NOW #homesafetyhotline #homesafetyhotlinegame #hsh #nse #nightsignalentertainment #analoghorror #voiceacting #voiceactor #analoghorrorgame #gaming #fyp ",192600,1718,1630,1000000.0,"homesafetyhotline, homesafetyhotlinegame, hsh, nse, nightsignalentertainment, analoghorror, voiceacting, voiceactor, analoghorrorgame, gaming, fyp",original sound,2025-05-19 20:51:06,https://www.tiktok.com/@dungeondaddyjackathan/video/7506262056455114027,,,,2,teen_tags_lo:voiceacting|voiceactor,,0,,True,False,False
7505681148291403016,akya.broo,"Yoichi Isagi (潔いさぎ世よ一いち, Isagi Yoichi?) is the main protagonist of the Blue Lock series. Isagi is a second-year high school student from Saitama who initially played as a forward in high school. Unlike his fellow competitors, who were scouted by Anri Teieri, Isagi was chosen personally by Jinpachi Ego himself after seeing him play. Isagi's main goal is to become the world's best striker. After surviving the many trials and tribulations of Blue Lock, Isagi is ranked #1 in the program alongside Rin Itoshi and is seen as one of the most exciting talents in football with an offer from Bastard München at the end of the Neo Egoist League. Isagi is a player who is wholeheartedly focused on being the best player on the field in every game. He doesn't care if he has to do things himself, urge his teammates to help him, take advantage of the ever-shifting feelings and emotions on the field, or completely set aside his pride and emotions to be a logical and efficient football machine that exists solely to win, ideally by scoring goals. Following the end of the Neo Egoist League, Isagi has qualified to become one of the 23 players for the new Japan U-20 team entering the upcoming PIFA U-20 World Cup. Isagi is a teenager of slightly above average height and slim build, developing a stronger, more defined-looking physique. He has short, dark blue hair that leaves a V-shaped fringe between his deep blue eyes, along with a plant shaped ahoge at the top of his head. While attending Ichinan High School, he wore an unbuttoned blazer over a white undershirt and striped tie. Both the Ichinan High jersey and gym uniform are light-colored with black stripes. At Blue Lock, Isagi wears the standard-issued body suit (black with blue stripes) and tracksuit. During the First Selection, he wore Team Z's blue #11 jersey and Team Z's gray-capped cleats. During Second Selection, he wore Team White's #15 jersey and later switched to red. He then later switched to Team A's black #15 jersey during the Blue Lock Eleven tryouts. Isagi dons an official blue-colored Blue Lock player uniform with the #11 , that looks very similar to the ones seen in the first cover spread minus the Japan flag during the Japan U-20 match. As a regular for Team Germany, Isagi wears the red and black with gold stripes Bastard München uniform as #11  #life #pyf #fyp #real #mylife #isagiyoichi #egoista #isagi #hiori #hioriyo #bestfriend #bluelock #we ",59400,2875,22400,795000.0,"1, 11, 15, life, pyf, fyp, real, mylife, isagiyoichi, egoista, isagi, hiori, hioriyo, bestfriend, bluelock, we",Stephanie (Slowed),2025-05-18 07:16:17,https://www.tiktok.com/@akya.broo/video/7505681148291403016,,,,5,kw_teen;kw_highschool;kw_student,,0,,True,False,False
7505472643546729774,rylee_madz,WOAH WOAH WOAH @Cloe #fyp #classof2025 #graduate ,65600,199,5624,361000.0,"fyp, classof2025, graduate",original sound,2025-05-17 17:47:43,https://www.tiktok.com/@rylee_madz/video/7505472643546729774,,,,4,kw_classof;teen_tags_hi:classof2025,,0,,True,False,False
7505924378991889710,burntoutteachers,The Intrusion Part 1  #bunker #imabunker #dontbeabunker #mrsbunker #burntoutteachers #teacher #teachers #teachersoftiktok #teachersontiktok #teacherlife #teachersbelike #teacherprob #teacherprobs #tiredteacher #teachertired #teacherfunny #teachertok ,50800,280,97,311100.0,"bunker, imabunker, dontbeabunker, mrsbunker, burntoutteachers, teacher, teachers, teachersoftiktok, teachersontiktok, teacherlife, teachersbelike, teacherprob, teacherprobs, tiredteacher, teachertired, teacherfunny, teachertok",original sound,2025-05-18 23:00:42,https://www.tiktok.com/@burntoutteachers/video/7505924378991889710,,,,4,kw_teacher;teen_tags_lo:burntoutteachers|teacher|teacherfunny|teacherlife|teacherprob|teacherprobs|teachers|teachersbelike|teachersoftiktok|teachersontiktok,,0,,True,False,False
7497980121052220715,relaxingrolls,Satisfying ASMR car crushing #satisfying #ASMR #oddlysatisfying ,168700,1448,6698,5900000.0,"satisfying, asmr, oddlysatisfying",original sound,2025-04-27 13:13:25,https://www.tiktok.com/@relaxingrolls/video/7497980121052220715,,,,2,teen_tags_lo:oddlysatisfying|satisfying,,0,,True,False,False
7505983420397358367,acrylicmarkerasmr,#coloring #asmrsounds #satisfying #painting #coloringbook #drawings #acrylicpaintmarkers #automaticinkcontrolmarker #PolaroidPaintMarkers #ASMR #satisfyingsounds #ShopVideoCarnival #outdoorfun,215000,744,9763,8500000.0,"coloring, asmrsounds, satisfying, painting, coloringbook, drawings, acrylicpaintmarkers, automaticinkcontrolmarker, polaroidpaintmarkers, asmr, satisfyingsounds, shopvideocarnival, outdoorfun",原声 - acrylicmarkerasmr,2025-05-19 22:00:00,https://www.tiktok.com/@acrylicmarkerasmr/video/7505983420397358367,,,,2,teen_tags_lo:satisfying|satisfyingsounds,,0,,True,False,False
7506633005822184712,somethingsaboutthings,Our Peepaw.  #fy #viral #man #madsmikkelsen #hannibal #hannibaltiktok #hannibalnbc #fyp #love #trending #capcut #act #acting #fup #oldman #foryou #foryoupage,62800,174,1342,681900.0,"fy, viral, man, madsmikkelsen, hannibal, hannibaltiktok, hannibalnbc, fyp, love, trending, capcut, act, acting, fup, oldman, foryou, foryoupage",original sound,2025-05-20 20:50:04,https://www.tiktok.com/@somethingsaboutthings/video/7506633005822184712,,,,3,kw_sat_act;teen_tags_lo:act|acting,,0,,True,False,False
7505054340315450642,aren.games,#vivo #zoom #vivox200promini #tech ,219900,2660,16900,3600000.0,"vivo, zoom, vivox200promini, tech",MONTAGEM VOLTAR - Super Slowed,2025-05-16 14:43:57,https://www.tiktok.com/@aren.games/video/7505054340315450642,,,,2,teen_tags_hi:vivox200promini,,0,,True,False,False
7505564373574880555,nariitheqt__,my baby ❤️ #fypシ #prom2k25 #blowthisupforme ,97800,783,1729,592100.0,"fypシ, prom2k25, blowthisupforme",original sound,2025-05-17 23:43:41,https://www.tiktok.com/@nariitheqt__/video/7505564373574880555,,,,2,teen_tags_hi:prom2k25,,0,,True,False,False
7507125252237872427,user383844872,oh did i mention that everyone is actually fake #fyp #real #freshman #2029 #2028 #highschool #fypシ゚viral #relatable #school ,161100,875,3943,552800.0,"fyp, real, freshman, 2029, 2028, highschool, fypシ゚viral, relatable, school",original sound,2025-05-22 04:40:59,https://www.tiktok.com/@user383844872/video/7507125252237872427,,,,10,kw_highschool;kw_freshman;teen_tags_hi:freshman|highschool;teen_tags_lo:highschool|school,,0,,True,False,False
7505951411256020254,user1839372019733,basically a millionaire 🤷🏻‍♀️ #fyp #graduation #offers #firstgen #trend,140400,632,743,553100.0,"fyp, graduation, offers, firstgen, trend",original sound,2025-05-19 00:45:17,https://www.tiktok.com/@user1839372019733/video/7505951411256020254,,,,3,kw_graduation;teen_tags_hi:graduation,,0,,True,False,False
7506255716278078750,sportscenternext,🎯🏈 #lamarjackson #NFL #Ravens #highschoolfootball  (via samantha_roseff_photography/IG),30400,208,190,791300.0,"lamarjackson, nfl, ravens, highschoolfootball",GTA,2025-05-19 20:26:07,https://www.tiktok.com/@sportscenternext/video/7506255716278078750,,,,3,teen_tags_hi:highschoolfootball;teen_tags_lo:highschoolfootball,,0,,True,False,False
7506633584548039966,booklovinrockstar,calling all crafty and creative girly i’m in desperate need idk what to do😭🙏🙏🙏 #graduation #gradcap #gradcapideas #craft #creative #highschool ,20300,114,62,212900.0,"graduation, gradcap, gradcapideas, craft, creative, highschool",Glitter on my eyes,2025-05-20 20:52:31,https://www.tiktok.com/@booklovinrockstar/video/7506633584548039966,,,,8,kw_highschool;kw_graduation;teen_tags_hi:graduation|highschool;teen_tags_lo:highschool,,0,,True,False,False
7503739079771688222,meganvaughn72,My sweet baby graduated Pre-K!🥹😭💙 #fyp #graduation #graduate ,31600,126,1008,605500.0,"fyp, graduation, graduate",original sound,2025-05-13 01:40:24,https://www.tiktok.com/@meganvaughn72/video/7503739079771688222,,,,3,kw_graduation;teen_tags_hi:graduation,,0,,True,False,False
7505251242407415071,memorylanecore,what was your favorite game during computer lab #ComputerLabDay #SchoolMemories #2000sNostalgia #KidPix #TypingGames #OregonTrail #ElementarySchoolVibes #ThrowbackTok #MillennialCore #oldschooltech ,321500,2788,54000,2300000.0,"computerlabday, schoolmemories, 2000snostalgia, kidpix, typinggames, oregontrail, elementaryschoolvibes, throwbacktok, millennialcore, oldschooltech",childhood,2025-05-17 03:28:17,https://www.tiktok.com/@memorylanecore/video/7505251242407415071,,,,3,teen_tags_lo:elementaryschoolvibes|oldschooltech|schoolmemories,,0,,True,False,False
